Model, Phase, Block, Item, Response, Clusters number
SUSTAIN, generalization, 9, 61, 2.0, 11,
SUSTAIN, generalization, 9, 9, 1, 11,
SUSTAIN, generalization, 9, 8, 2.0, 12,
SUSTAIN, generalization, 9, 19, 1.0, 13,
SUSTAIN, generalization, 9, 20, 1, 13,
SUSTAIN, generalization, 9, 38, 1, 13,
SUSTAIN, generalization, 9, 63, 2, 13,
SUSTAIN, generalization, 9, 28, 2.0, 14,
SUSTAIN, generalization, 9, 17, 2.0, 15,
SUSTAIN, generalization, 9, 43, 1, 15,
SUSTAIN, generalization, 9, 5, 1, 15,
SUSTAIN, generalization, 9, 56, 2, 15,
SUSTAIN, generalization, 9, 24, 1.0, 16,
SUSTAIN, generalization, 9, 55, 2, 16,
SUSTAIN, generalization, 9, 54, 1, 16,
SUSTAIN, generalization, 9, 2, 1, 16,
SUSTAIN, generalization, 9, 31, 1.0, 17,
SUSTAIN, generalization, 9, 59, 1, 17,
SUSTAIN, generalization, 9, 12, 2.0, 18,
SUSTAIN, generalization, 9, 57, 1.0, 19,
SUSTAIN, generalization, 9, 37, 1.0, 20,
SUSTAIN, generalization, 9, 3, 1.0, 21,
SUSTAIN, generalization, 9, 16, 2, 21,
SUSTAIN, generalization, 9, 50, 1, 21,
SUSTAIN, generalization, 9, 23, 1, 21,
SUSTAIN, generalization, 9, 62, 2, 21,
SUSTAIN, generalization, 9, 36, 1, 21,
SUSTAIN, generalization, 9, 29, 2, 21,
SUSTAIN, generalization, 9, 45, 1, 21,
SUSTAIN, generalization, 9, 58, 1, 21,
SUSTAIN, generalization, 9, 44, 1.0, 22,
SUSTAIN, generalization, 9, 11, 2, 22,
SUSTAIN, generalization, 9, 49, 1.0, 23,
SUSTAIN, generalization, 9, 27, 2, 23,
SUSTAIN, generalization, 9, 39, 2, 23,
SUSTAIN, generalization, 10, 11, 1, 2,
SUSTAIN, generalization, 10, 10, 1, 2,
SUSTAIN, generalization, 10, 39, 1.0, 3,
SUSTAIN, generalization, 10, 63, 2, 3,
SUSTAIN, generalization, 10, 4, 2.0, 4,
SUSTAIN, generalization, 10, 48, 1, 4,
SUSTAIN, generalization, 10, 16, 2.0, 5,
SUSTAIN, generalization, 10, 46, 1, 5,
SUSTAIN, generalization, 10, 52, 1.0, 6,
SUSTAIN, generalization, 10, 44, 1, 6,
SUSTAIN, generalization, 10, 59, 1, 6,
SUSTAIN, generalization, 10, 27, 2.0, 7,
SUSTAIN, generalization, 10, 60, 1, 7,
SUSTAIN, generalization, 10, 22, 1.0, 8,
SUSTAIN, generalization, 10, 57, 2.0, 9,
SUSTAIN, generalization, 10, 6, 2, 9,
SUSTAIN, generalization, 10, 35, 2, 9,
SUSTAIN, generalization, 10, 61, 1, 9,
SUSTAIN, generalization, 10, 62, 1.0, 10,
SUSTAIN, generalization, 10, 42, 1.0, 11,
SUSTAIN, generalization, 10, 1, 1, 11,
SUSTAIN, generalization, 10, 17, 2.0, 12,
SUSTAIN, generalization, 10, 9, 1, 12,
SUSTAIN, generalization, 10, 23, 1, 12,
SUSTAIN, generalization, 10, 43, 1, 12,
SUSTAIN, generalization, 10, 47, 1, 12,
SUSTAIN, generalization, 10, 55, 2, 12,
SUSTAIN, generalization, 10, 58, 2, 12,
SUSTAIN, generalization, 10, 7, 1.0, 13,
SUSTAIN, generalization, 10, 13, 1.0, 14,
SUSTAIN, generalization, 10, 26, 2, 14,
SUSTAIN, generalization, 10, 8, 1, 14,
SUSTAIN, generalization, 10, 33, 1.0, 15,
SUSTAIN, generalization, 10, 19, 2, 15,
SUSTAIN, generalization, 10, 12, 1, 15,
SUSTAIN, generalization, 10, 30, 1, 15,
SUSTAIN, generalization, 10, 64, 2, 15,
SUSTAIN, generalization, 10, 34, 1, 15,
SUSTAIN, generalization, 10, 29, 1.0, 16,
SUSTAIN, generalization, 10, 41, 1, 16,
SUSTAIN, generalization, 10, 49, 2, 16,
SUSTAIN, generalization, 10, 50, 1, 16,
SUSTAIN, generalization, 10, 31, 2.0, 17,
SUSTAIN, generalization, 10, 40, 1, 17,
SUSTAIN, generalization, 10, 45, 1.0, 18,
SUSTAIN, generalization, 10, 15, 2, 18,
SUSTAIN, generalization, 10, 36, 2.0, 19,
SUSTAIN, generalization, 10, 5, 2, 19,
SUSTAIN, generalization, 10, 21, 1, 19,
SUSTAIN, generalization, 10, 24, 2, 19,
SUSTAIN, generalization, 10, 53, 1, 19,
SUSTAIN, generalization, 10, 56, 2, 19,
SUSTAIN, generalization, 10, 14, 1, 19,
SUSTAIN, generalization, 10, 18, 2, 19,
SUSTAIN, generalization, 10, 32, 2, 19,
SUSTAIN, generalization, 10, 2, 1, 19,
SUSTAIN, generalization, 10, 28, 1, 19,
SUSTAIN, generalization, 10, 54, 1, 19,
SUSTAIN, generalization, 10, 25, 1.0, 20,
SUSTAIN, generalization, 10, 38, 1.0, 21,
SUSTAIN, generalization, 10, 51, 1, 21,
SUSTAIN, generalization, 10, 20, 1.0, 22,
SUSTAIN, generalization, 10, 3, 2, 22,
SUSTAIN, generalization, 10, 37, 2, 22,
SUSTAIN, generalization, 11, 61, 1.0, 3,
SUSTAIN, generalization, 11, 11, 1, 3,
SUSTAIN, generalization, 11, 40, 1.0, 4,
SUSTAIN, generalization, 11, 54, 2, 4,
SUSTAIN, generalization, 11, 27, 2.0, 5,
SUSTAIN, generalization, 11, 39, 1, 5,
SUSTAIN, generalization, 11, 29, 2, 5,
SUSTAIN, generalization, 11, 43, 1.0, 6,
SUSTAIN, generalization, 11, 55, 2, 6,
SUSTAIN, generalization, 11, 53, 1, 6,
SUSTAIN, generalization, 11, 42, 1, 6,
SUSTAIN, generalization, 11, 32, 1, 6,
SUSTAIN, generalization, 11, 18, 1, 6,
SUSTAIN, generalization, 11, 3, 1, 6,
SUSTAIN, generalization, 11, 41, 1, 6,
SUSTAIN, generalization, 11, 30, 2, 6,
SUSTAIN, generalization, 11, 9, 1, 6,
SUSTAIN, generalization, 11, 10, 1, 6,
SUSTAIN, generalization, 11, 7, 1.0, 7,
SUSTAIN, generalization, 11, 35, 1, 7,
SUSTAIN, generalization, 11, 57, 2.0, 8,
SUSTAIN, generalization, 11, 33, 1.0, 9,
SUSTAIN, generalization, 11, 34, 1, 9,
SUSTAIN, generalization, 11, 8, 1, 9,
SUSTAIN, generalization, 11, 38, 1, 9,
SUSTAIN, generalization, 11, 19, 2, 9,
SUSTAIN, generalization, 11, 15, 1, 9,
SUSTAIN, generalization, 11, 25, 1, 9,
SUSTAIN, generalization, 11, 52, 2.0, 10,
SUSTAIN, generalization, 11, 1, 1, 10,
SUSTAIN, generalization, 11, 26, 2, 10,
SUSTAIN, generalization, 11, 4, 1.0, 11,
SUSTAIN, generalization, 11, 45, 1.0, 12,
SUSTAIN, generalization, 11, 17, 2.0, 13,
SUSTAIN, generalization, 11, 49, 2, 13,
SUSTAIN, generalization, 11, 22, 1.0, 14,
SUSTAIN, generalization, 11, 36, 1.0, 15,
SUSTAIN, generalization, 11, 48, 2.0, 16,
SUSTAIN, generalization, 11, 12, 1, 16,
SUSTAIN, generalization, 11, 31, 2.0, 17,
SUSTAIN, generalization, 11, 58, 2, 17,
SUSTAIN, generalization, 11, 47, 2, 17,
SUSTAIN, generalization, 11, 13, 1.0, 18,
SUSTAIN, generalization, 11, 6, 1, 18,
SUSTAIN, generalization, 11, 63, 2, 18,
SUSTAIN, generalization, 11, 56, 2, 18,
SUSTAIN, generalization, 11, 64, 2, 18,
SUSTAIN, generalization, 11, 28, 2, 18,
SUSTAIN, generalization, 11, 5, 1, 18,
SUSTAIN, generalization, 11, 20, 2.0, 19,
SUSTAIN, generalization, 11, 59, 2.0, 20,
SUSTAIN, generalization, 11, 50, 1.0, 21,
SUSTAIN, generalization, 11, 46, 1, 21,
SUSTAIN, generalization, 11, 2, 1, 21,
SUSTAIN, generalization, 11, 51, 2, 21,
SUSTAIN, generalization, 11, 60, 2, 21,
SUSTAIN, generalization, 11, 21, 2, 21,
SUSTAIN, generalization, 11, 44, 1, 21,
SUSTAIN, generalization, 11, 24, 2.0, 22,
SUSTAIN, generalization, 11, 37, 1, 22,
SUSTAIN, generalization, 11, 62, 1, 22,
SUSTAIN, generalization, 11, 23, 2, 22,
SUSTAIN, generalization, 11, 14, 1, 22,
SUSTAIN, generalization, 11, 16, 1.0, 23,
SUSTAIN, generalization, 12, 55, 2, 2,
SUSTAIN, generalization, 12, 58, 1.0, 3,
SUSTAIN, generalization, 12, 39, 1.0, 4,
SUSTAIN, generalization, 12, 26, 2.0, 5,
SUSTAIN, generalization, 12, 29, 2, 5,
SUSTAIN, generalization, 12, 48, 2, 5,
SUSTAIN, generalization, 12, 4, 2.0, 6,
SUSTAIN, generalization, 12, 38, 1, 6,
SUSTAIN, generalization, 12, 54, 2, 6,
SUSTAIN, generalization, 12, 59, 1, 6,
SUSTAIN, generalization, 12, 56, 2, 6,
SUSTAIN, generalization, 12, 17, 1, 6,
SUSTAIN, generalization, 12, 53, 1.0, 7,
SUSTAIN, generalization, 12, 43, 2.0, 8,
SUSTAIN, generalization, 12, 10, 1, 8,
SUSTAIN, generalization, 12, 36, 2, 8,
SUSTAIN, generalization, 12, 44, 2, 8,
SUSTAIN, generalization, 12, 19, 1.0, 9,
SUSTAIN, generalization, 12, 33, 1.0, 10,
SUSTAIN, generalization, 12, 35, 2, 10,
SUSTAIN, generalization, 12, 21, 1, 10,
SUSTAIN, generalization, 12, 49, 1.0, 11,
SUSTAIN, generalization, 12, 7, 1.0, 12,
SUSTAIN, generalization, 12, 12, 2, 12,
SUSTAIN, generalization, 12, 6, 1, 12,
SUSTAIN, generalization, 12, 30, 2.0, 13,
SUSTAIN, generalization, 12, 18, 1, 13,
SUSTAIN, generalization, 12, 11, 1, 13,
SUSTAIN, generalization, 12, 37, 1, 13,
SUSTAIN, generalization, 12, 27, 2, 13,
SUSTAIN, generalization, 12, 64, 2, 13,
SUSTAIN, generalization, 12, 22, 2, 13,
SUSTAIN, generalization, 12, 2, 1, 13,
SUSTAIN, generalization, 12, 47, 1, 13,
SUSTAIN, generalization, 12, 32, 1.0, 14,
SUSTAIN, generalization, 12, 3, 2, 14,
SUSTAIN, generalization, 12, 60, 1.0, 15,
SUSTAIN, generalization, 12, 23, 2.0, 16,
SUSTAIN, generalization, 12, 31, 1, 16,
SUSTAIN, generalization, 12, 40, 1, 16,
SUSTAIN, generalization, 12, 16, 1.0, 17,
SUSTAIN, generalization, 12, 46, 2.0, 18,
SUSTAIN, generalization, 12, 25, 2, 18,
SUSTAIN, generalization, 12, 9, 1, 18,
SUSTAIN, generalization, 12, 61, 1, 18,
SUSTAIN, generalization, 12, 62, 1, 18,
SUSTAIN, generalization, 12, 1, 1, 18,
SUSTAIN, generalization, 12, 63, 2, 18,
SUSTAIN, generalization, 12, 13, 1.0, 19,
SUSTAIN, generalization, 12, 41, 1, 19,
SUSTAIN, generalization, 12, 57, 1, 19,
SUSTAIN, generalization, 12, 45, 2, 19,
SUSTAIN, generalization, 12, 34, 1, 19,
SUSTAIN, generalization, 12, 24, 2, 19,
SUSTAIN, generalization, 12, 51, 2.0, 20,
SUSTAIN, generalization, 12, 8, 1, 20,
SUSTAIN, generalization, 12, 14, 1, 20,
SUSTAIN, generalization, 12, 28, 1.0, 21,
SUSTAIN, generalization, 12, 42, 1.0, 22,
SUSTAIN, generalization, 12, 52, 1, 22,
SUSTAIN, generalization, 12, 20, 1, 22,
SUSTAIN, generalization, 12, 15, 1, 22,
SUSTAIN, generalization, 12, 50, 1, 22,
SUSTAIN, generalization, 12, 5, 2, 22,
SUSTAIN, generalization, 13, 10, 1, 2,
SUSTAIN, generalization, 13, 32, 1.0, 3,
SUSTAIN, generalization, 13, 35, 2.0, 4,
SUSTAIN, generalization, 13, 55, 2, 4,
SUSTAIN, generalization, 13, 12, 2.0, 5,
SUSTAIN, generalization, 13, 23, 1, 5,
SUSTAIN, generalization, 13, 17, 1, 5,
SUSTAIN, generalization, 13, 7, 1.0, 6,
SUSTAIN, generalization, 13, 48, 2, 6,
SUSTAIN, generalization, 13, 16, 1, 6,
SUSTAIN, generalization, 13, 22, 1.0, 7,
SUSTAIN, generalization, 13, 58, 1.0, 8,
SUSTAIN, generalization, 13, 6, 1, 8,
SUSTAIN, generalization, 13, 2, 1, 8,
SUSTAIN, generalization, 13, 25, 1.0, 9,
SUSTAIN, generalization, 13, 36, 2, 9,
SUSTAIN, generalization, 13, 37, 2, 9,
SUSTAIN, generalization, 13, 52, 1.0, 10,
SUSTAIN, generalization, 13, 54, 1, 10,
SUSTAIN, generalization, 13, 13, 2, 10,
SUSTAIN, generalization, 13, 53, 1, 10,
SUSTAIN, generalization, 13, 8, 1, 10,
SUSTAIN, generalization, 13, 21, 1, 10,
SUSTAIN, generalization, 13, 61, 1, 10,
SUSTAIN, generalization, 13, 15, 1, 10,
SUSTAIN, generalization, 13, 56, 2, 10,
SUSTAIN, generalization, 13, 45, 2.0, 11,
SUSTAIN, generalization, 13, 59, 1, 11,
SUSTAIN, generalization, 13, 44, 2, 11,
SUSTAIN, generalization, 13, 4, 2, 11,
SUSTAIN, generalization, 13, 31, 1, 11,
SUSTAIN, generalization, 13, 27, 2, 11,
SUSTAIN, generalization, 13, 50, 1, 11,
SUSTAIN, generalization, 13, 49, 1.0, 12,
SUSTAIN, generalization, 13, 34, 2, 12,
SUSTAIN, generalization, 13, 3, 1.0, 13,
SUSTAIN, generalization, 13, 9, 1, 13,
SUSTAIN, generalization, 13, 19, 1.0, 14,
SUSTAIN, generalization, 13, 29, 1.0, 15,
SUSTAIN, generalization, 13, 43, 2, 15,
SUSTAIN, generalization, 13, 62, 1.0, 16,
SUSTAIN, generalization, 13, 42, 2.0, 17,
SUSTAIN, generalization, 13, 14, 1, 17,
SUSTAIN, generalization, 13, 57, 1, 17,
SUSTAIN, generalization, 13, 38, 2.0, 18,
SUSTAIN, generalization, 13, 46, 2, 18,
SUSTAIN, generalization, 13, 41, 2, 18,
SUSTAIN, generalization, 13, 60, 2.0, 19,
SUSTAIN, generalization, 13, 26, 1, 19,
SUSTAIN, generalization, 13, 40, 1.0, 20,
SUSTAIN, generalization, 13, 1, 1, 20,
SUSTAIN, generalization, 13, 30, 1, 20,
SUSTAIN, generalization, 13, 24, 1, 20,
SUSTAIN, generalization, 13, 28, 1, 20,
SUSTAIN, generalization, 13, 33, 1.0, 21,
SUSTAIN, generalization, 13, 64, 1.0, 22,
SUSTAIN, generalization, 13, 11, 2, 22,
SUSTAIN, generalization, 13, 20, 1, 22,
SUSTAIN, generalization, 13, 39, 1, 22,
SUSTAIN, generalization, 13, 47, 1.0, 23,
SUSTAIN, generalization, 13, 5, 2.0, 24,
SUSTAIN, generalization, 13, 63, 1, 24,
SUSTAIN, generalization, 13, 51, 1, 24,
SUSTAIN, generalization, 13, 18, 1, 24,
SUSTAIN, generalization, 14, 35, 2.0, 5,
SUSTAIN, generalization, 14, 54, 2, 5,
SUSTAIN, generalization, 14, 9, 1, 5,
SUSTAIN, generalization, 14, 63, 2, 5,
SUSTAIN, generalization, 14, 18, 1, 5,
SUSTAIN, generalization, 14, 47, 2, 5,
SUSTAIN, generalization, 14, 6, 1.0, 6,
SUSTAIN, generalization, 14, 8, 1, 6,
SUSTAIN, generalization, 14, 29, 1.0, 7,
SUSTAIN, generalization, 14, 26, 1.0, 8,
SUSTAIN, generalization, 14, 32, 2.0, 9,
SUSTAIN, generalization, 14, 48, 2, 9,
SUSTAIN, generalization, 14, 19, 2.0, 10,
SUSTAIN, generalization, 14, 4, 1, 10,
SUSTAIN, generalization, 14, 15, 1.0, 11,
SUSTAIN, generalization, 14, 30, 1, 11,
SUSTAIN, generalization, 14, 39, 1.0, 12,
SUSTAIN, generalization, 14, 33, 2, 12,
SUSTAIN, generalization, 14, 13, 1, 12,
SUSTAIN, generalization, 14, 11, 2, 12,
SUSTAIN, generalization, 14, 20, 2, 12,
SUSTAIN, generalization, 14, 52, 1.0, 13,
SUSTAIN, generalization, 14, 59, 2.0, 14,
SUSTAIN, generalization, 14, 28, 1, 14,
SUSTAIN, generalization, 14, 3, 1.0, 15,
SUSTAIN, generalization, 14, 17, 1.0, 16,
SUSTAIN, generalization, 14, 40, 1, 16,
SUSTAIN, generalization, 14, 44, 1, 16,
SUSTAIN, generalization, 14, 61, 2, 16,
SUSTAIN, generalization, 14, 53, 1, 16,
SUSTAIN, generalization, 14, 24, 2, 16,
SUSTAIN, generalization, 14, 31, 2, 16,
SUSTAIN, generalization, 14, 43, 2, 16,
SUSTAIN, generalization, 14, 16, 1, 16,
SUSTAIN, generalization, 14, 46, 1.0, 17,
SUSTAIN, generalization, 14, 42, 1.0, 18,
SUSTAIN, generalization, 14, 38, 1, 18,
SUSTAIN, generalization, 14, 64, 1, 18,
SUSTAIN, generalization, 14, 25, 1, 18,
SUSTAIN, generalization, 14, 14, 1, 18,
SUSTAIN, generalization, 14, 23, 1, 18,
SUSTAIN, generalization, 14, 27, 1, 18,
SUSTAIN, generalization, 14, 37, 1, 18,
SUSTAIN, generalization, 14, 10, 1, 18,
SUSTAIN, generalization, 14, 1, 1, 18,
SUSTAIN, generalization, 14, 7, 1, 18,
SUSTAIN, generalization, 14, 2, 1, 18,
SUSTAIN, generalization, 14, 58, 2, 18,
SUSTAIN, generalization, 14, 45, 1, 18,
SUSTAIN, generalization, 14, 60, 2, 18,
SUSTAIN, generalization, 14, 51, 1, 18,
SUSTAIN, generalization, 14, 21, 1.0, 19,
SUSTAIN, generalization, 14, 62, 2, 19,
SUSTAIN, generalization, 14, 12, 1.0, 20,
SUSTAIN, generalization, 14, 34, 2, 20,
SUSTAIN, generalization, 14, 56, 2, 20,
SUSTAIN, generalization, 14, 50, 2.0, 21,
SUSTAIN, generalization, 14, 41, 1, 21,
SUSTAIN, generalization, 14, 55, 2, 21,
SUSTAIN, generalization, 14, 22, 1, 21,
SUSTAIN, generalization, 14, 57, 1.0, 22,
SUSTAIN, generalization, 14, 36, 2, 22,
SUSTAIN, generalization, 14, 5, 1, 22,
SUSTAIN, generalization, 14, 49, 2, 22,
SUSTAIN, generalization, 15, 32, 1.0, 5,
SUSTAIN, generalization, 15, 53, 2, 5,
SUSTAIN, generalization, 15, 37, 2.0, 6,
SUSTAIN, generalization, 15, 8, 2.0, 7,
SUSTAIN, generalization, 15, 5, 2, 7,
SUSTAIN, generalization, 15, 59, 1.0, 8,
SUSTAIN, generalization, 15, 41, 2.0, 9,
SUSTAIN, generalization, 15, 35, 2, 9,
SUSTAIN, generalization, 15, 46, 2, 9,
SUSTAIN, generalization, 15, 34, 2, 9,
SUSTAIN, generalization, 15, 63, 2, 9,
SUSTAIN, generalization, 15, 27, 1.0, 10,
SUSTAIN, generalization, 15, 55, 2, 10,
SUSTAIN, generalization, 15, 3, 2.0, 11,
SUSTAIN, generalization, 15, 43, 2, 11,
SUSTAIN, generalization, 15, 13, 1.0, 12,
SUSTAIN, generalization, 15, 15, 1, 12,
SUSTAIN, generalization, 15, 49, 2, 12,
SUSTAIN, generalization, 15, 61, 1, 12,
SUSTAIN, generalization, 15, 30, 1, 12,
SUSTAIN, generalization, 15, 23, 1, 12,
SUSTAIN, generalization, 15, 47, 2, 12,
SUSTAIN, generalization, 15, 58, 1, 12,
SUSTAIN, generalization, 15, 16, 2, 12,
SUSTAIN, generalization, 15, 17, 2.0, 13,
SUSTAIN, generalization, 15, 11, 2, 13,
SUSTAIN, generalization, 15, 52, 2.0, 14,
SUSTAIN, generalization, 15, 14, 1, 14,
SUSTAIN, generalization, 15, 60, 1, 14,
SUSTAIN, generalization, 15, 21, 1, 14,
SUSTAIN, generalization, 15, 48, 2, 14,
SUSTAIN, generalization, 15, 45, 2, 14,
SUSTAIN, generalization, 15, 4, 2, 14,
SUSTAIN, generalization, 15, 1, 1, 14,
SUSTAIN, generalization, 15, 44, 2, 14,
SUSTAIN, generalization, 15, 28, 1, 14,
SUSTAIN, generalization, 15, 2, 2, 14,
SUSTAIN, generalization, 15, 26, 1, 14,
SUSTAIN, generalization, 15, 10, 1, 14,
SUSTAIN, generalization, 15, 20, 2.0, 15,
SUSTAIN, generalization, 15, 38, 2, 15,
SUSTAIN, generalization, 15, 18, 2, 15,
SUSTAIN, generalization, 15, 25, 2, 15,
SUSTAIN, generalization, 15, 64, 1, 15,
SUSTAIN, generalization, 15, 24, 1, 15,
SUSTAIN, generalization, 15, 9, 1, 15,
SUSTAIN, generalization, 15, 31, 1, 15,
SUSTAIN, generalization, 15, 39, 1.0, 16,
SUSTAIN, generalization, 15, 6, 1.0, 17,
SUSTAIN, generalization, 15, 57, 1.0, 18,
SUSTAIN, generalization, 15, 51, 2, 18,
SUSTAIN, generalization, 15, 22, 1.0, 19,
SUSTAIN, generalization, 15, 56, 2, 19,
SUSTAIN, generalization, 15, 29, 2.0, 20,
SUSTAIN, generalization, 15, 50, 1.0, 21,
SUSTAIN, generalization, 15, 12, 1, 21,
SUSTAIN, generalization, 15, 33, 1.0, 22,
SUSTAIN, generalization, 15, 42, 2, 22,
SUSTAIN, generalization, 15, 7, 2, 22,
SUSTAIN, generalization, 15, 40, 1, 22,
SUSTAIN, generalization, 15, 54, 1.0, 23,
SUSTAIN, generalization, 15, 19, 2, 23,
SUSTAIN, generalization, 15, 62, 2, 23,
SUSTAIN, generalization, 15, 36, 2, 23,
SUSTAIN, generalization, 16, 38, 1.0, 5,
SUSTAIN, generalization, 16, 26, 2.0, 6,
SUSTAIN, generalization, 16, 37, 1, 6,
SUSTAIN, generalization, 16, 2, 1, 6,
SUSTAIN, generalization, 16, 30, 1, 6,
SUSTAIN, generalization, 16, 54, 2, 6,
SUSTAIN, generalization, 16, 9, 1, 6,
SUSTAIN, generalization, 16, 23, 1.0, 7,
SUSTAIN, generalization, 16, 51, 1.0, 8,
SUSTAIN, generalization, 16, 55, 2, 8,
SUSTAIN, generalization, 16, 32, 1, 8,
SUSTAIN, generalization, 16, 8, 2.0, 9,
SUSTAIN, generalization, 16, 10, 1, 9,
SUSTAIN, generalization, 16, 17, 2, 9,
SUSTAIN, generalization, 16, 20, 2.0, 10,
SUSTAIN, generalization, 16, 7, 2, 10,
SUSTAIN, generalization, 16, 44, 2.0, 11,
SUSTAIN, generalization, 16, 40, 1, 11,
SUSTAIN, generalization, 16, 22, 1, 11,
SUSTAIN, generalization, 16, 49, 1, 11,
SUSTAIN, generalization, 16, 33, 1.0, 12,
SUSTAIN, generalization, 16, 56, 2, 12,
SUSTAIN, generalization, 16, 58, 2.0, 13,
SUSTAIN, generalization, 16, 45, 2, 13,
SUSTAIN, generalization, 16, 18, 2, 13,
SUSTAIN, generalization, 16, 59, 2, 13,
SUSTAIN, generalization, 16, 61, 2, 13,
SUSTAIN, generalization, 16, 34, 1, 13,
SUSTAIN, generalization, 16, 12, 2, 13,
SUSTAIN, generalization, 16, 29, 1.0, 14,
SUSTAIN, generalization, 16, 15, 1, 14,
SUSTAIN, generalization, 16, 25, 2, 14,
SUSTAIN, generalization, 16, 42, 1.0, 15,
SUSTAIN, generalization, 16, 63, 2, 15,
SUSTAIN, generalization, 16, 50, 1, 15,
SUSTAIN, generalization, 16, 11, 1.0, 16,
SUSTAIN, generalization, 16, 60, 1.0, 17,
SUSTAIN, generalization, 16, 36, 2, 17,
SUSTAIN, generalization, 16, 47, 1.0, 18,
SUSTAIN, generalization, 16, 21, 2, 18,
SUSTAIN, generalization, 16, 14, 2.0, 19,
SUSTAIN, generalization, 16, 3, 1, 19,
SUSTAIN, generalization, 16, 48, 1, 19,
SUSTAIN, generalization, 16, 43, 2, 19,
SUSTAIN, generalization, 16, 57, 2, 19,
SUSTAIN, generalization, 16, 28, 1, 19,
SUSTAIN, generalization, 16, 64, 1, 19,
SUSTAIN, generalization, 16, 62, 2, 19,
SUSTAIN, generalization, 16, 31, 1, 19,
SUSTAIN, generalization, 16, 5, 1.0, 20,
SUSTAIN, generalization, 16, 4, 1, 20,
SUSTAIN, generalization, 16, 41, 1, 20,
SUSTAIN, generalization, 16, 16, 1.0, 21,
SUSTAIN, generalization, 16, 52, 1, 21,
SUSTAIN, generalization, 16, 24, 1, 21,
SUSTAIN, generalization, 16, 53, 1.0, 22,
SUSTAIN, generalization, 16, 39, 1, 22,
SUSTAIN, generalization, 16, 27, 1.0, 23,
SUSTAIN, generalization, 16, 46, 1, 23,
SUSTAIN, generalization, 16, 6, 1, 23,
SUSTAIN, generalization, 16, 19, 2, 23,
SUSTAIN, generalization, 16, 35, 2.0, 24,
SUSTAIN, generalization, 16, 13, 2, 24,
SUSTAIN, generalization, 16, 1, 1, 24,
SUSTAIN, generalization, 17, 11, 1, 4,
SUSTAIN, generalization, 17, 57, 1.0, 5,
SUSTAIN, generalization, 17, 19, 2.0, 6,
SUSTAIN, generalization, 17, 24, 1.0, 7,
SUSTAIN, generalization, 17, 32, 1, 7,
SUSTAIN, generalization, 17, 20, 2, 7,
SUSTAIN, generalization, 17, 37, 1.0, 8,
SUSTAIN, generalization, 17, 30, 1, 8,
SUSTAIN, generalization, 17, 63, 2, 8,
SUSTAIN, generalization, 17, 31, 1, 8,
SUSTAIN, generalization, 17, 36, 1, 8,
SUSTAIN, generalization, 17, 53, 1.0, 9,
SUSTAIN, generalization, 17, 58, 1, 9,
SUSTAIN, generalization, 17, 18, 2, 9,
SUSTAIN, generalization, 17, 17, 2, 9,
SUSTAIN, generalization, 17, 28, 1, 9,
SUSTAIN, generalization, 17, 51, 1, 9,
SUSTAIN, generalization, 17, 29, 1, 9,
SUSTAIN, generalization, 17, 64, 1, 9,
SUSTAIN, generalization, 17, 60, 1, 9,
SUSTAIN, generalization, 17, 33, 1.0, 10,
SUSTAIN, generalization, 17, 55, 2, 10,
SUSTAIN, generalization, 17, 16, 1, 10,
SUSTAIN, generalization, 17, 5, 2.0, 11,
SUSTAIN, generalization, 17, 22, 1, 11,
SUSTAIN, generalization, 17, 50, 1.0, 12,
SUSTAIN, generalization, 17, 45, 1, 12,
SUSTAIN, generalization, 17, 35, 1, 12,
SUSTAIN, generalization, 17, 26, 1.0, 13,
SUSTAIN, generalization, 17, 6, 2, 13,
SUSTAIN, generalization, 17, 40, 1.0, 14,
SUSTAIN, generalization, 17, 9, 1, 14,
SUSTAIN, generalization, 17, 4, 2, 14,
SUSTAIN, generalization, 17, 56, 2, 14,
SUSTAIN, generalization, 17, 44, 1.0, 15,
SUSTAIN, generalization, 17, 8, 1.0, 16,
SUSTAIN, generalization, 17, 7, 1, 16,
SUSTAIN, generalization, 17, 2, 1, 16,
SUSTAIN, generalization, 17, 48, 1, 16,
SUSTAIN, generalization, 17, 43, 1, 16,
SUSTAIN, generalization, 17, 1, 1, 16,
SUSTAIN, generalization, 17, 47, 1.0, 17,
SUSTAIN, generalization, 17, 49, 1, 17,
SUSTAIN, generalization, 17, 12, 1.0, 18,
SUSTAIN, generalization, 17, 25, 1, 18,
SUSTAIN, generalization, 17, 41, 1.0, 19,
SUSTAIN, generalization, 17, 54, 1, 19,
SUSTAIN, generalization, 17, 62, 2, 19,
SUSTAIN, generalization, 17, 27, 1, 19,
SUSTAIN, generalization, 17, 23, 1, 19,
SUSTAIN, generalization, 17, 38, 1, 19,
SUSTAIN, generalization, 17, 46, 1, 19,
SUSTAIN, generalization, 17, 39, 1, 19,
SUSTAIN, generalization, 17, 61, 1.0, 20,
SUSTAIN, generalization, 17, 59, 2.0, 21,
SUSTAIN, generalization, 17, 10, 1, 21,
SUSTAIN, generalization, 17, 14, 2.0, 22,
SUSTAIN, generalization, 17, 13, 1, 22,
SUSTAIN, generalization, 17, 21, 1.0, 23,
SUSTAIN, generalization, 17, 34, 1, 23,
SUSTAIN, generalization, 17, 42, 1, 23,
SUSTAIN, generalization, 17, 3, 1.0, 24,
